gene
Slc38a5
Gata1
Slc29a1
Hemgn
Slc4a1
Plin2
Gypc
Nxpe2
Uros
Epor
Abcg2
Smox
Prkar2b
Rfesd
Ccnd3
Ell2
Atpif1
Tspan32
Ppox
Abcb10
Josd2
Nudt4
Hdgf
Bpgm
Arf5
Pycr2
Mpc1
Ptp4a3
Tal1
Anp32b
Cdc42ep3
Tspan33
Nt5c3
Bola3
Acp1
Dhrs11
Ifrd2
Csf2rb
Ssx2ip
H2afj
Rgs10
Rexo2
Lmo2
Slc25a5
Aqp8
Cox17
Nfe2
Frrs1
Lyl1
Hprt
Sod2
Prdx6
Ncf4
Icam4
March2
Ncoa4
Slc43a3
Ttr
Apoa1
Rbp4
Apom
Apoe
Apoa2
S100g
Afp
Rhox5
Mt1
Apoa4
Lgals2
Ctsh
Amn
Spink1
Lgmn
Ctsl
Spp2
Cited1
Tmem37
Dab2
Emb
Car4
Npl
Cyba
Ctsb
Ctsz
S100a1
Cotl1
Car7
2610528J11Rik
Cd63
Fxyd2
Slc2a3
Ass1
Gpx3
Ddt
Gstm1
Aldob
Folr1
Trap1a
Fgb
Pcbd1
Selenop
Psph
Mt2
Trf
Atp6v0b
Apob
Cldn6
Cubn
Tdh
Ctsc
Slc9a3r1
Cldn7
Vamp8
Gcat
Hist1h2bc
Aqp8
Glrx
Tmem150a
2210011C24Rik
Aqp3
Fgg
Pla2g12b
Bex2
Lxn
Cndp2
Slc16a1
Chchd10
Snx3
Gcsh
Lrpap1
Pdzk1
Bex4
Fmr1nb
4933402E13Rik
Slc2a2
Cstb
Aprt
Atp1b1
Gipc2
Rab4a
Cystm1
Apoc1
Phlda2
Aldh7a1
Cib1
Ftl1
Atp6v1e1
Commd4
Stx7
Ezr
Slc39a5
Apoc3
Vkorc1
Smlr1
Reep6
Prss8
Fth1
Ifitm1
Hoxaas3
Cdx4
Hoxd1
Hoxb5os
Foxf1
Cdx2
Hoxb9
Hoxc8
Hoxc9
Hoxa9
Lef1
Pitx1
Hoxa7
Hoxb8
Ppp1r14a
Osr1
Naaa
Hoxd9
Hoxc6
2610528A11Rik
Evx1
Phlda2
Smtnl2
Prrx1
Bmp4
Greb1
Msx1
Csrp2
Cited1
Laptm4b
Hoxb6
Bambi
Spin2c
Ifitm2
Frzb
Hoxc10
Gsta4
Mdk
Psip1
Car14
Gpc3
Mtx2
Meg3
Mogat2
Hmga2
Ccnd2
Ccnd1
Tmem158
Nkd1
Rbp1
Oat
Ptn
Crabp2
Id3
Fam181b
Stmn2
Sox2
Sfrp1
Fabp5
Hes3
Map1b
Sfrp2
Fgf15
Gm2694
Sap30
Hnrnph3
Tubb3
Cntfr
Otx2
Psip1
Pkm
Pfn2
Ehbp1
Pcsk1n
Hes5
Tmsb4x
Tmem47
Gapdh
Pgk1
Rtn3
Pls3
Gsta4
Akr1b3
Ccnd1
Sms
Nkx2-9
Msx3
Crabp1
Fst
Id2
Nnat
Hesx1
Cldn6
Epcam
Nepn
Apela
Krt19
Spint2
Cldn7
Crb3
Cpn1
Cpm
Krt7
Cldn4
Prss8
Espn
Gpx2
Tmprss2
Foxa2
Rab25
Mapk13
Foxa1
Acer2
Cystm1
Emb
Rnase4
Krt18
Bex1
Tceal9
Pyy
Wfdc2
Bcam
Cdkn1a
Bex4
Spink1
Krt8
Pcbd1
Spint1
Cmtm8
Igfbp5
Gpc3
Pla2g7
Grb7
Slc2a3
Igfbp2
Ldhb
Tagln2
Rnf128
Car4
H2afv
Tpd52
Nectin2
Itm2b
Mdk
Cd9
Sox17
Stmn1
F11r
Bsg
Cd24a
Ptprf
Slc16a1
Peg3
Dusp9
Lsr
Dstn
Bex3
Sox4
Tgif1
Cxcl12
Cdkn1c
Malat1
Id2
Rcn2
Smim14
Laptm4a
Myl12b
Ddah2
Commd3
Vamp8
Laptm4b
Txndc12
Plp2
Sparc
Fn1
Rbp1
Phlda1
Bambi
Cdx2
Jund
Ifitm3
Id1
Cyp26a1
Ttr
Arl6ip1
Glud1
Sfrp5
Hhex
Cst3
Lrpap1
Sp5
Fgf8
Etv2
Ramp2
Cldn5
Hhex
Plvap
Esam
Kdr
Sox17
Rasip1
Elk3
Fli1
Grap
Rhoj
Dusp2
Gngt2
AC113508.1
Exoc3l4
Gja4
Icam2
Klhl6
Flt1
Cdh5
Abi3
Ecscr
Cd34
Gng11
Vamp5
Gadd45g
Emcn
Grrp1
Gm13889
Lmo2
Clec1b
Egfl7
Fam212a
Hapln1
Ctla2a
Emilin1
Tal1
Igfbp4
Upp1
Cmtm3
Aplnr
Crip2
Junb
Fn1
Vim
Eva1b
Arpc1b
Pfn1
Lyl1
Clic1
Mest
Ripk3
Ssr2
Plac1
Swap70
Tpm4
Ralb
Igf2
Cmtm8
Calm1
Rasgrp2
Rab11a
H19
Bin1
Limd2
Clta
Ifitm3
Tmem158
Bud31
Bambi
Tfpi
Jun
Meg3
Ppib
Msn
Tax1bp3
Ppic
Cald1
Dad1
Ier2
Dlk1
Sh3glb1
Serpinh1
Creg1
Vgll4
Slc38a4
Tubb6
Vasp
Timm10b
Mpzl1
Cd81
Rdx
Fkbp11
Ndufa8
Sparc
Osr1
Hoxd1
Hoxb5os
Ifitm1
Hoxaas3
Cited1
Ifitm2
Naaa
Lef1
Cdx1
Hoxa5
Prrx1
Msx1
Pdlim4
Hoxb9
Hoxa7
Laptm4b
Cdx4
Rbp1
Hoxb6
Mdk
Hoxb8
Nkd1
Foxf1
Ccnd2
Mogat2
H2afy
Car14
Gpc3
Msx2
Cdx2
Hoxc8
Prtg
Hoxa9
Hoxc9
Smc6
Lum
Pmp22
Dlk1
Hand1
Acta2
Krt18
Krt8
Meg3
Tmsb4x
Anxa2
Cryab
Col1a1
Sparc
S100a10
Postn
Tagln
Serpinh1
Igfbp2
Lgals1
Vim
Nnat
Cmtm7
Tmem108
Cald1
Cnn2
Col1a2
H19
Tmem88
Myl6
Mest
Csrp2
Plac8
Csrp1
Steap1
Wisp1
Bex3
Rcn3
Ppic
Igf2
Col3a1
Anxa5
Nrp1
Tdo2
Krt19
Tceal9
Smoc2
Pitx2
Bmp4
Aard
Hsd11b2
Peg3
Ly6e
Ahnak
Mid1ip1
Gpx8
Foxf1
Glipr2
Tinagl1
Myl12a
Rbbp7
Creb3l1
Gas6
Tubb2a
Car4
Efnb1
Wnt2
Copz2
Ppp1r14a
Pdlim2
Dcn
Prnp
Anxa6
Spin2c
Gpx3
Laptm4a
Basp1
S100a11
Marcks
Tspan4
Reep5
Tuba1a
Ddt
Tubb6
Gabarap
Plod2
Plp2
Sept7
Tmsb10
Bambi
Cst3
Fxyd6
Slc2a1
Itm2a
Fn1
Rrbp1
Ezr
Tpm2
Selenos
Tmem9
Msx1
Fam212a
Plp1
Tfap2b
Sox10
Phactr1
Nr2f1
Dlx2
Tfap2a
Sox9
Mef2c
Snai1
Mdfi
Lmo4
Grrp1
Gap43
Sub1
Ptn
Epop
Pa2g4
Crabp1
Gadd45a
Tubb3
Tcf12
Ost4
Id2
Id3
Pgk1
Mest
Akr1b3
Zfp593
Dnajc1
Tsen34
Mtap
Pcbp4
Rangrf
Mycn
Ier2
Id1
Hoxaas3
Hoxb5os
Fgf8
Cdx2
Cyp26a1
Hoxc8
Cdx4
Hes3
Hoxb9
Fgf17
Epha5
Hoxb8
Hoxa9
Hoxc9
Cdx1
Hes7
Hoxa7
Greb1
Nkx1-2
Lhpp
T
Psip1
Cystm1
Hoxc6
Ncam1
Stmn2
Acot7
Foxb1
Etv4
Hoxb1
Tcea3
Evx1os
Hoxc4
Evx1
Rspo3
Pabpc1
Lix1
Hoxb4
Ifngr2
Slc2a3
Wnt5b
Crabp2
Mgst1
Smtnl2
Car14
Rbp1
Slc2a1
Mkrn1
Sp5
Ifitm1
Grsf1
Eno1
Uchl1
Ptk7
Skap2
Ccnd1
Pitrm1
Hoxb2
Ccnjl
Pclaf
Fabp5
Laptm4b
Tgif1
Msx1
Ccnd2
Fam162a
Ssbp2
Idi1
Msmo1
Tcf15
Meox1
Fst
Arg1
Prrx2
Foxc2
Pdlim4
Mfap2
Ebf1
Col26a1
Tbx1
Six1
Foxd1
Twist1
Cdh11
H2afy2
Fbn2
Mfap4
Clmp
Nnat
Marcks
Col9a1
Fstl1
Aldh1a2
Eva1b
Lmo4
Fscn1
Tmsb10
Cald1
Serpinh1
Fzd2
Cadm1
Limd2
H2afv
Hmgn3
Cnn2
Ier2
Dppa3
Nanos3
Rhox9
Dnd1
Utf1
Slpi
Lrrc34
Pou5f1
Klf2
Sct
Gjb3
Tfap2c
Rhox6
Dppa5a
Hspb1
Ypel3
Ifitm3
Msx2
Igfbpl1
Epcam
Aldh2
Ifitm1
Rps14
Ssbp4
Rps18
Psme1
Alpl
Rps5
Rpl18a
Ifitm2
Gstm1
Ccpg1os
Cox4i1
Rpl26
Psme2
Phlda2
Spint2
Smim10l2a
Pdgfa
Bst2
Arpc1b
Rpl35a
Cox7a2
Cox7c
Acer2
Rps27
H2afv
Rps28
Mrpl23
Syce2
Rpl37a
Rplp2
Ndufa7
Rpl37
Impdh2
Lrpap1
Acot13
Rpl36
Cldn7
2410015M20Rik
mt-Co3
1810037I17Rik
Ndufs6
Rest
Atp6v1f
Socs2
Hint2
Rabac1
Ndufa6
Pmm1
Ndufa11
Mea1
Atp5l
Cenpx
Pfdn5
mt-Co1
Chchd10
Hist1h2bc
Bcl7c
Rhebl1
Tomm7
Sox2
Zfp428
Pttg1
Chmp2a
Mrpl52
Hmgn5
Serf1
Cnot11
Rps27rt
Timm8b
Plp2
Mrpl57
Mphosph8
Avpi1
Mkrn1
Rangrf
Bambi
Uap1l1
Msx1
Arg1
Mdk
Aldh1a2
Alx1
Eno3
Prrx2
Meis1
Tcf21
Stmn1
Peg3
Osr1
Tgfb2
Meis2
Isl1
Bex3
Gata6
Cd24a
Pbx1
Tceal9
Dusp9
Foxf1
Bex2
Ddah2
Rbbp7
Mfap2
Meg3
Hoxb2
Ifitm1
Ifitm2
Sox11
Hdgfrp3
Marcks
Gpc3
Id2
H2afy
H2afy2
Wnt2
Dlk1
Jund
Fam213a
Igfbpl1
Npm3
Tmem158
3110039M20Rik
Six6
Dlx5
Shisa2
Lmo1
Otx2
Six3
Rab25
Aldh1a3
Epcam
Wfdc2
Igfbp5
Tcp11l1
Cldn4
Tspan5
Acer2
Sipa1l1
Cmtm8
Stox2
Sox11
Lpar1
Igfbp2
Tst
Ehbp1
Sod1
Slc2a3
Emc8
Ptprf
Bex1
Spint2
Tubb3
Akr7a5
Srrm1
Snhg20
Trim27
Fkbp4
Bex4
Car14
Dut
Ttll12
Hmgn5
Mrps25
Polr3k
Id3
Rasl11a
Mpnd
Taf1d
Vamp4
Nup43
Rpl39
Nudc
H2afv
Cited1
Ifitm1
Dll3
Hoxaas3
Rspo3
Hes7
Hoxb5os
Lef1
Hoxb1
Tbx6
Dll1
Nrarp
2610528A11Rik
T
Pcdh19
Fgf3
Hoxb9
Aldoc
Efna3
Frzb
Fgf8
Laptm4b
Smoc1
Hoxb8
Rbp1
Naaa
Smc6
Cdx1
Cdx4
Mesp2
Hoxc8
Hoxc6
Hoxb4
Hoxd4
Ifitm2
Dkk1
Fgf17
Sp5
Hoxa7
Foxb1
Ripply2
Ypel3
Alpl
Gpc3
Fam212a
Ddit4
Ncam1
Cdx2
Pkm
H2afy
Ldha
Tcf15
Sms
Arl4d
Fam162a
Gnas
Foxc2
Fn1
Higd1a
Hoxb2
Gja1
Lpar1
Lfng
Pdcd5
Anp32a
Dusp6
Slc16a3
Ptk7
Psip1
Tmsb10
Mgst1
Mogat2
F11r
Rcn2
Hoxc9
Bnip3l
H2afv
Hoxa9
Lmo2
Cyp26a1
Sap30
Chchd7
Ppib
Cadm1
Arg1
Meox1
Crabp2
Ccnd2
1700011H14Rik
Fgfbp3
Hoxd4
Hes5
Pax6
Fgf15
Mir124-2hg
Apba2
Sfrp5
Dek
Sox2
Tubb2b
Slc2a1
Ptn
Foxb1
Tagln2
Pcbd1
Msx3
Spsb4
Mdk
Sfrp2
Metrn
Hes3
Sfrp1
Crabp1
Cntfr
Fabp5
Map1b
Idi1
Tspan13
Irx3
Fhl1
Msmo1
Cdca7
Mycn
Rrm2
Sap30
Hmgcs1
Zfp422
Id3
Fam64a
Hells
Nkx2-9
Slc2a3
Wnt6
Cldn6
Epcam
Wfdc2
Spint2
Krt18
Krt8
Sfn
Pdgfa
Cldn7
Krt7
Bcam
Tmem54
Cxcl12
Acer2
Cldn4
Kcnk1
Dlx5
Gjb3
Rab25
Prss8
Krt19
Sostdc1
Fermt1
Bhlha9
Spint1
Crb3
Npnt
Tacstd2
Gm16136
Stard10
Cldn9
Mapk13
Tfap2a
Nectin2
Mt2
Atox1
1700027J19Rik
Batf3
Cd24a
Ptprf
Igfbp2
Igfbp5
Dstn
Hapln1
Perp
F11r
Emb
Tceal9
Cd9
Bex1
Dag1
Rbp1
Arl4c
Hmgn3
Rbpms
Msx2
Rbms1
Ezr
Nr2f6
Pdlim1
Gltp
S100a11
Cyb5a
Dnmt3b
Lsr
Plp2
Cox4i2
Tsen34
Fhl1
Myl12b
Phgdh
Phlda3
Socs2
Ifitm3
Msx1
S100a10
Plac8
Cnn2
Phlda1
Slc2a1
Anxa2
Nepn
Tff3
Glipr1
Serpina1b
Tmprss2
Clic6
Upk3a
Krt7
Cldn3
Dpp4
2610528J11Rik
Folr1
Cldn7
Spink1
Prss8
Tdh
Cpm
Cldn4
Ctsh
Epcam
Trap1a
Fgb
Cldn6
Cpn1
Fgfbp1
Krt19
Crb3
Apela
Cystm1
Apom
Lgals2
Rnf128
Pla2g7
Selenop
Spint2
Rhox5
Rab4a
Plat
Krt18
Pdlim1
Clu
Cd9
Krt8
Car4
Slc16a1
Itm2b
Cmtm8
Emb
Pcbd1
Bex1
Bcam
Bex4
Lrpap1
Nectin2
Tceal9
S100g
Plp2
Cd63
Ttr
Ctsl
Sparc
Gpc3
Slc2a3
Apoe
Npc2
Bsg
Gde1
Tmem59
Cst3
Ezr
Ctsc
Stx7
Vamp8
Fam213a
Smim14
Gpx3
F11r
Rbp4
Espn
S100a11
Vkorc1
Bex2
Ldhb
Tagln2
Tfpi
Afp
Apoa1
Glul
Hacd2
Cyba
Cdkn1c
Lgmn
Actn1
Dab2
Ifitm1
Malat1
Igfbp2
Txndc12
Fos
Sat1
